time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,ref_2019_12_16,RPBNDxRPSGO_ativado,RPSGO_SColTempo_0002_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPSGO_nOK_0002,OMMNO_nOK_0001,ref_2019_12_30,ref_2019_12_31,OMCCLxRPATJ_ativado,ref_2019_12_22,RPMPX_nOK_0003,RPMPX_nOK_0002,RPFMA_SColTempo_0002_delta_tempo,RPMRDxRPFGR_ativado,chamados_MSOMJRD,ref_2019_12_23,localidade_id_MSOMJRD_1749,ref_2019_12_21,ref_2019_12_20,ref_2019_12_27,ref_2019_12_26,ref_2019_12_25,ref_2019_12_24,ref_2020_01_01,RPPMT_SColTempo_0002_delta_tempo,RPFSJ_SColTempo_0002_delta_tempo,RPAMBxRPTCU_ativado,ref_2019_11,RPFTB_nOK_0001,ref_2019_12,ref_2019_12_29,ref_2019_12_28,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0004,RPFSJ_nOK_0003,RPSGOxRPFMA_ativado,OMCARCxRPFSJ_ativado,RPNVL_nOK_0001,RPPMT_SColTempo_0001_delta_tempo,OMCGR_nOK_0001,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPFTBxRPFXS_ativado,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,ref_2020_01_02,RPFGRxRPFTB_ativado,RPFSG_SColTempo_0001_delta_tempo,Chamados_Desconto,RPAMOxRPAMB_ativado,RPPMT1xOMBBR_ativado,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,ref_2019_12_08,RPFMA_SColTempo_0001_delta_tempo,RPFMAxRPFSG_ativado,RPFSJxRPPMT1_ativado,ref_2019_11_30,OMBLV_nOK_0002,RPPPRxRPAMO1_ativado,RPRBR_nOK_0002,ref_2019_12_03,ref_2019_12_02,RPAMO_nOK_0002,RPBND_nOK_0001,ref_2019_12_18,ref_2019_12_19,ref_2019_12_12,ref_2019_12_13,ref_2019_12_10,ref_2019_12_11,RPAMBxOMAMB_ativado,ref_2019_12_17,ref_2019_12_14,ref_2019_12_15,OMIGTxOMMNO_ativado,RPATJ_nOK_0001,RPFGR_nOK_0002,OMCGRxRPNVL_ativado,RPFSJxRPPMT_ativado,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPTRN_nOK_0002,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,ref_2019_12_09,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,ref_2019_12_01,RPNOQ_nOK_0003,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,ref_2019_12_05,ref_2019_12_04,ref_2019_12_07,ref_2019_12_06,RPPMTxOMPMT_ativado,RPSGO_SColTempo_0001_delta_tempo,RPSPExRPNOQ_ativado,ref_2020_01,OMDOUxRPPPR_ativado
"2019-12-07 06:00:05","2019-12-07 06:01:05",60.0,1.57027733008E-06,1, ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:01:05","2019-12-07 06:06:04",299.0,7.82521536157E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:06:04","2019-12-07 06:07:04",60.0,1.57027733008E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1,1, , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:07:04","2019-12-07 06:10:05",181.0,4.73700327908E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:10:05","2019-12-07 06:11:04",59.0,1.54410604125E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1,1, , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:11:04","2019-12-07 06:15:04",240.0,6.28110932033E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:15:04","2019-12-07 06:16:04",60.0,1.57027733008E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1,1, , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:16:04","2019-12-07 06:37:14",1270.0,3.32375368201E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:37:14","2019-12-07 06:41:14",240.0,6.28110932033E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, ,240, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:41:14","2019-12-07 06:45:15",241.0,6.30728060916E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, ,241, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 06:45:15","2019-12-07 07:21:14",2159.0,5.65038125941E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:21:14","2019-12-07 07:21:33",19.0,4.97254487859E-07, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , ,240, ,1, , ,1, , ,1, , , ,1,1, ,240, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:21:33","2019-12-07 07:23:05",92.0,2.40775857279E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , ,240,299,1, , ,1, , ,1, , , ,1,1, ,240, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:23:05","2019-12-07 07:24:05",60.0,1.57027733008E-06,1, ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , ,240,299,1, , ,1, , ,1, , , ,1,1, ,240, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:24:05","2019-12-07 07:25:14",69.0,1.80581892959E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , ,240,299,1, , ,1, , ,1, , , ,1,1, ,240, ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:25:14","2019-12-07 07:26:32",78.0,2.04136052911E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , ,299,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:26:32","2019-12-07 07:50:05",1413.0,3.69800311234E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:50:05","2019-12-07 07:51:05",60.0,1.57027733008E-06,1, ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 07:51:05","2019-12-07 23:59:59",58134.0,0.00152144170512, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , ,1, ,1, ,1, ,1
"2019-12-07 23:59:59","2019-12-08 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 00:00:00","2019-12-08 07:19:04",26344.0,0.000689456433061, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1, ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 07:19:04","2019-12-08 07:20:04",60.0,1.57027733008E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, ,1, ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1, ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 07:20:04","2019-12-08 19:44:39",44675.0,0.00116920232869, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1, ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 19:44:39","2019-12-08 19:45:38",59.0,1.54410604125E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1, ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, ,1,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 19:45:38","2019-12-08 23:59:59",15261.0,0.000399400038906, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1,1, ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-08 23:59:59","2019-12-09 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-09 00:00:00","2019-12-09 09:51:04",35464.0,0.000928138587234, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1,1,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-09 09:51:04","2019-12-09 10:08:04",1020.0,2.66947146114E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, ,1,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1,1,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-09 10:08:04","2019-12-09 12:03:56",6952.0,0.000181942799979, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1,1,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-09 12:03:56","2019-12-09 12:05:56",120.0,3.14055466016E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1,1,1,1, ,1,1,1, , , , ,1, ,1, ,1
"2019-12-09 12:05:56","2019-12-09 23:59:59",42843.0,0.00112125652754, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1,1,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-09 23:59:59","2019-12-10 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 00:00:00","2019-12-10 13:24:33",48273.0,0.00126336662592, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , ,1, ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 13:24:33","2019-12-10 13:27:33",180.0,4.71083199024E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , ,1,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , ,1, ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 13:27:33","2019-12-10 14:06:32",2339.0,6.12146445843E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , ,1, ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 14:06:32","2019-12-10 14:46:32",2400.0,6.28110932033E-05, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , ,1,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , ,1, ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 14:46:32","2019-12-10 23:59:59",33207.0,0.000869069988334, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , ,1, ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-10 23:59:59","2019-12-11 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-11 00:00:00","2019-12-11 23:59:59",86399.0,0.00226117318403, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , ,1,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-11 23:59:59","2019-12-12 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-12 00:00:00","2019-12-12 21:28:05",77285.0,0.00202264805759, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , ,1, , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-12 21:28:05","2019-12-12 21:29:04",59.0,1.54410604125E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, ,1, ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , ,1, , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-12 21:29:04","2019-12-12 23:59:59",9055.0,0.000236981020398, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , ,1, , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-12 23:59:59","2019-12-13 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-13 00:00:00","2019-12-13 20:50:46",75046.0,0.00196405054189, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , ,1, , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-13 20:50:46","2019-12-13 20:51:46",60.0,1.57027733008E-06, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , ,1,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , ,1, , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-13 20:51:46","2019-12-13 23:59:59",11293.0,0.00029555236481, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , ,1, , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-13 23:59:59","2019-12-14 00:00:00",1.0,2.61712888347E-08, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, , , ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-14 00:00:00","2019-12-14 17:56:18",64578.0,0.00169008949037, , ,1, ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1, ,1, ,1
"2019-12-14 17:56:18","2019-12-14 17:56:21",3.0,7.85138665041E-08, , ,1,180,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1, , ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1,180,1, ,1
"2019-12-14 17:56:21","2019-12-14 17:57:09",48.0,1.25622186407E-06, , ,1,180,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1,480, ,1, ,1,1,1,1,1,1,1,1,1, , ,1,1, , ,1, , , , , , , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1,180,1, ,1
"2019-12-14 17:57:09","2019-12-14 17:58:47",98.0,2.5647863058E-06, , ,1,180,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1,480, ,1, ,1,1,1,1,1,1,1,1,1, ,481,1,1, , ,1, , , , , , , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1,180,1, ,1
"2019-12-14 17:58:47","2019-12-14 17:59:18",31.0,8.11309953875E-07, , ,1,180,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1,480, ,1, ,1,1,1,1,1,1,1,1,1, ,481,1,1, , ,1, , , , ,1, , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1,180,1, ,1
"2019-12-14 17:59:18","2019-12-14 17:59:47",29.0,7.58967376206E-07, , ,1,300,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,1, , ,1, , ,1, , , ,1,1, , , ,1,1,1,1,1,1,1,1, ,1,480, ,1, ,1,1,1,1,1,1,1,1,1, ,481,1,1, , ,1, , , , ,1, , , , , , ,1, ,1, ,1, , ,1,1,1,1, ,1,1, ,1,1, , ,1,1, , , , ,1,300,1, ,1
