time_ini,time_end,duration_seg,duration_percent,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPMRD_SColTempo_0001_delta_tempo,OMCCLxRPATJ_ativado,RPMPX_nOK_0003,RPMRDxRPFGR_ativado,chamados_MSOMJRD,localidade_id_MSOMJRD_1749,RPAMBxRPTCU_ativado,ref_2019_11,ref_2019_10,ref_2019_12,ref_2019_10_31,ref_2019_11_29,ref_2019_11_26,RPNASxRPRBR_ativado,RPPPR_nOK_0004,RPNVL_nOK_0003,OMAQD_SColTempo_0002_delta_tempo,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPATJ_SColTempo_0002_delta_tempo,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,Chamados_Desconto,RPAMOxRPAMB_ativado,ref_2019_11_12,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,RPTCU_nOK_0001,ref_2019_11_28,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,ref_2019_11_27,ref_2019_11_24,ref_2019_11_25,ref_2019_11_22,ref_2019_11_23,ref_2019_11_20,ref_2019_11_21,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,RPMRD_SColTempo_0003_delta_tempo,ref_2019_11_30,RPRBR_nOK_0002,ref_2019_12_02,RPAMO_nOK_0002,ref_2019_11_08,ref_2019_11_09,ref_2019_11_01,ref_2019_11_02,ref_2019_11_03,ref_2019_11_04,ref_2019_11_05,ref_2019_11_06,ref_2019_11_07,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMDOU_nOK_0002,OMDOU_nOK_0001,OMCGRxRPNVL_ativado,RPMRD_SColTempo_0002_delta_tempo,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,ref_2019_11_17,ref_2019_11_16,ref_2019_11_15,ref_2019_11_14,ref_2019_11_13,RPMRDxOMAQD_ativado,ref_2019_11_11,ref_2019_11_10,RPMPXxRPSPE_ativado,ref_2019_11_19,ref_2019_11_18,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,ref_2019_12_01,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPSPExRPNOQ_ativado
"2019-11-12 00:00:00","2019-11-12 23:59:59",86399.0,0.00243162310666, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-12 23:59:59","2019-11-13 00:00:00",1.0,2.81441116988E-08, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 00:00:00","2019-11-13 14:13:15",51195.0,0.00144083779842, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , ,1,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 14:13:15","2019-11-13 14:17:37",262.0,7.37375726509E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1,262,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , ,1,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 14:17:37","2019-11-13 16:41:10",8613.0,0.000242405234062, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , ,1,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 16:41:10","2019-11-13 16:42:10",60.0,1.68864670193E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , ,1, , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , ,1,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 16:42:10","2019-11-13 23:59:59",26269.0,0.000739317670216, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , ,1,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-13 23:59:59","2019-11-14 00:00:00",1.0,2.81441116988E-08, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 00:00:00","2019-11-14 03:28:56",12536.0,0.000352814584256, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 03:28:56","2019-11-14 03:32:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 03:32:56","2019-11-14 06:38:57",11161.0,0.00031411643067, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 06:38:57","2019-11-14 06:42:56",239.0,6.72644269601E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,239,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 06:42:56","2019-11-14 06:44:56",120.0,3.37729340386E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 06:44:56","2019-11-14 06:49:56",300.0,8.44323350964E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,300,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 06:49:56","2019-11-14 06:59:57",601.0,1.6914611131E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 06:59:57","2019-11-14 07:02:56",179.0,5.03779599409E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,179,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 07:02:56","2019-11-14 07:29:56",1620.0,4.55934609521E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 07:29:56","2019-11-14 07:38:56",540.0,1.51978203174E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,540,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 07:38:56","2019-11-14 08:58:49",4793.0,0.000134894727372, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 08:58:49","2019-11-14 09:01:41",172.0,4.84078721219E-06,172,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 09:01:41","2019-11-14 10:59:56",7095.0,0.000199682472503, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 10:59:56","2019-11-14 11:05:56",360.0,1.01318802116E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,360,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 11:05:56","2019-11-14 11:15:56",600.0,1.68864670193E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 11:15:56","2019-11-14 11:19:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 11:19:56","2019-11-14 11:22:56",180.0,5.06594010578E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,180,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 11:22:56","2019-11-14 23:59:59",45423.0,0.00127838998569, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , ,1, ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-14 23:59:59","2019-11-15 00:00:00",1.0,2.81441116988E-08, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-15 00:00:00","2019-11-15 23:59:59",86399.0,0.00243162310666, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , ,1, , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-15 23:59:59","2019-11-16 00:00:00",1.0,2.81441116988E-08, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-16 00:00:00","2019-11-16 23:59:59",86399.0,0.00243162310666, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, ,1, , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-16 23:59:59","2019-11-17 00:00:00",1.0,2.81441116988E-08, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1, , , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 00:00:00","2019-11-17 13:49:56",49796.0,0.00140146418615, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 13:49:56","2019-11-17 13:53:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 13:53:56","2019-11-17 13:58:27",271.0,7.62705427038E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,271,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 13:58:27","2019-11-17 14:01:56",209.0,5.88211934505E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:01:56","2019-11-17 14:05:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:05:56","2019-11-17 14:15:56",600.0,1.68864670193E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:15:56","2019-11-17 14:19:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:19:56","2019-11-17 14:38:57",1141.0,3.21124314483E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:38:57","2019-11-17 14:42:56",239.0,6.72644269601E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,239,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 14:42:56","2019-11-17 15:10:57",1681.0,4.73102517657E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:10:57","2019-11-17 15:15:56",299.0,8.41508939794E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,299,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:15:56","2019-11-17 15:17:56",120.0,3.37729340386E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:17:56","2019-11-17 15:21:57",241.0,6.78273091941E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,241,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:21:57","2019-11-17 15:24:56",179.0,5.03779599409E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:24:56","2019-11-17 15:28:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:28:56","2019-11-17 15:31:56",180.0,5.06594010578E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:31:56","2019-11-17 15:34:56",180.0,5.06594010578E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,180,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 15:34:56","2019-11-17 16:04:57",1801.0,5.06875451695E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:04:57","2019-11-17 16:08:56",239.0,6.72644269601E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,239,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:08:56","2019-11-17 16:15:57",421.0,1.18486710252E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,421,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:15:57","2019-11-17 16:19:57",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:19:57","2019-11-17 16:27:56",479.0,1.34810295037E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:27:56","2019-11-17 16:31:57",241.0,6.78273091941E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,241,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 16:31:57","2019-11-17 17:04:56",1979.0,5.56971970519E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:04:56","2019-11-17 17:09:26",270.0,7.59891015868E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,270,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:09:26","2019-11-17 17:21:57",751.0,2.11362278858E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:21:57","2019-11-17 17:25:56",239.0,6.72644269601E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,239,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:25:56","2019-11-17 17:50:57",1501.0,4.22443116599E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:50:57","2019-11-17 17:54:56",239.0,6.72644269601E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,239,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:54:56","2019-11-17 17:57:57",181.0,5.09408421748E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,181,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 17:57:57","2019-11-17 18:10:56",779.0,2.19242630134E-05, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 18:10:56","2019-11-17 18:14:56",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 18:14:56","2019-11-17 18:15:57",61.0,1.71679081363E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 18:15:57","2019-11-17 18:19:57",240.0,6.75458680771E-06, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , ,240,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
"2019-11-17 18:19:57","2019-11-17 23:59:59",20402.0,0.000574196166879, ,1,1, ,1, ,1, , ,1,1, , , , , ,1, , , ,1,1,1, ,1,1,1,1, ,1, ,1,1, , ,1,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , , , , , ,1,1, ,1, , ,1, ,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1
