time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0001,RPNAS1_SColTempo_0002_delta_tempo,OMCCL_nOK_0004,ref_2020_04_22,RPBNDxRPSGO_ativado,RPCGR_nOK_0001,RPCGR_nOK_0002,ref_2020_04_24,ref_Periodo,RPFDIxRPMPX_ativado,RPNAS_nOK_0002,ref_2020_04_14,RPPMT_SColTempo_0001_delta_tempo,ref_2020_04_15,OMCCLxRPATJ_ativado,ref_2020_04_17,ref_2020_04_16,ref_2020_04_11,chamados_MSRPJRD,ref_2020_04_13,ref_2020_04_12,RPPPR_SColTempo_0004_delta_tempo,chamados_MSRPATJ,RPPMT1_SColTempo_0001_delta_tempo,RPMPX_nOK_0003,RPMPX_nOK_0002,chamados_MSRPFDI,RPMRDxRPFGR_ativado,chamados_MSOMJRD,ref_2020_04_28,localidade_id_MSOMJRD_1749,ref_2020_04_20,ref_2020_04_21,RPJRD_nOK_0002,ref_2020_04_23,localidade_id_MSOMMMA_1749,ref_2020_04_25,ref_2020_04_26,localidade_id_MSRPJRD_1749,RPAMBxRPTCU_ativado,RPPMT_SColTempo_0002_delta_tempo,OMJRD_nOK_0002,localidade_id_MSRPSPE_1749,ref_2020_04_07,RPNASxRPRBR_ativado,RPPPR_nOK_0003,RPPPR_nOK_0001,RPPPR_nOK_0004,RPFSJxRPPMT_ativado,RPDOU_nOK_0001,RPSGOxRPFMA_ativado,OMCARCxRPFSJ_ativado,localidade_id_MSOMCCL_1749,ref_2020_04_04,RPPPR_SColTempo_0001_delta_tempo,OMCGR_nOK_0001,chamados_MSRPMPX,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,ref_2020_04_29,RPPPRxOMCCL_ativado,RPFTBxRPFXS_ativado,RPDOUxOMDOU_ativado,localidade_id_MSRPNAS1_1749,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,localidade_id_MSOMBLV_1749,ref_2020_04_19,RPFGRxRPFTB_ativado,ref_2020_04_18,chamados_MSRPCGR,Chamados_Desconto,RPNAS_nOK_0001,RPNAS1_SColTempo_0001_delta_tempo,ref_2020_04_27,RPAMOxRPAMB_ativado,chamados_MSOMBLV,RPPMT1xOMBBR_ativado,chamados_MSOMCCL,ref_2020_03_31,RPTCUxOMIGT_ativado,ref_2020_04_30,ref_2020_04_10,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,localidade_id_MSRPMPX_1749,chamados_MSRPNOQ,RPMMA_nOK_0001,RPMMA_nOK_0002,localidade_id_MSRPNOQ_1749,RPFMAxRPFSG_ativado,RPFSJxRPPMT1_ativado,RPPPR_SColTempo_0002_delta_tempo,OMBLV_nOK_0002,ref_2020_04_08,ref_2020_04_06,RPNOQ_nOK_0003,RPPMT1_SColTempo_0003_delta_tempo,RPRBR_nOK_0002,RPAMO1xRPAMO_ativado,RPRBR_nOK_0001,ref_2020_04_05,chamados_MSRPNAS1,chamados_MSRPSPE,RPPMT1_nOK_0001,RPAMO_nOK_0002,RPNAS1_nOK_0002,RPNOQ_nOK_0001,ref_2020_05_01,RPFDI_nOK_0001,localidade_id_MSRPCGR_1749,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMIGTxOMMNO_ativado,OMDOU_nOK_0001,chamados_MSRPMMA,localidade_id_MSRPATJ_1749,OMCGRxRPNVL_ativado,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPSPE_nOK_0002,RPMRDxOMAQD_ativado,RPSPE_nOK_0001,RPPPR_SColTempo_0003_delta_tempo,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,ref_2020_04_09,RPNOQ_nOK_0002,RPPPRxRPAMO1_ativado,localidade_id_MSRPFDI_1749,RPATJxOMBLV_ativado,ref_2020_04_02,ref_2020_04_03,ref_2020_04_01,RPPMTxOMPMT_ativado,RPATJ_nOK_0002,ref_2020_03,RPSPExRPNOQ_ativado,ref_2020_04,ref_2020_05
"2020-04-01 22:58:04","2020-04-01 23:59:59",3715.0,0.00134367814803, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , ,1,1, , ,1,1, 
"2020-04-01 23:59:59","2020-04-02 00:00:00",1.0,3.61689945634E-07, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-02 00:00:00","2020-04-02 07:22:50",26570.0,0.00961010185551, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:22:50","2020-04-02 07:23:50",60.0,2.17013967381E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , ,1, , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:23:50","2020-04-02 07:26:18",148.0,5.35301119539E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:26:18","2020-04-02 07:26:50",32.0,1.15740782603E-05, , , , ,1, ,1, ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:26:50","2020-04-02 07:27:18",28.0,1.01273184778E-05, , , , ,1, ,1, ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , ,1, , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:27:18","2020-04-02 07:27:50",32.0,1.15740782603E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , ,1, , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:27:50","2020-04-02 07:40:18",748.0,0.000270544079335, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:40:18","2020-04-02 07:41:18",60.0,2.17013967381E-05, , , , ,1, ,1, ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:41:18","2020-04-02 07:42:18",60.0,2.17013967381E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:42:18","2020-04-02 07:43:18",60.0,2.17013967381E-05, , , , ,1, ,1, ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:43:18","2020-04-02 07:52:50",572.0,0.000206886648903, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:52:50","2020-04-02 07:53:51",61.0,2.20630866837E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , ,1, , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:53:51","2020-04-02 07:57:18",207.0,7.48698187463E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:57:18","2020-04-02 07:58:18",60.0,2.17013967381E-05, , , , ,1, ,1, ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 07:58:18","2020-04-02 23:59:59",57701.0,0.020869871553, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1,1, , ,1, , ,1,1, 
"2020-04-02 23:59:59","2020-04-03 00:00:00",1.0,3.61689945634E-07, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-03 00:00:00","2020-04-03 16:45:49",60349.0,0.0218276265291, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, ,1, ,1, , ,1,1, 
"2020-04-03 16:45:49","2020-04-03 16:45:56",7.0,2.53182961944E-06, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, ,1,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, ,1, ,1, , ,1,1, 
"2020-04-03 16:45:56","2020-04-03 16:46:49",53.0,1.91695671186E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, ,1,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, ,1,1,1,1, ,1, ,1, , ,1,1, 
"2020-04-03 16:46:49","2020-04-03 16:46:56",7.0,2.53182961944E-06, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, ,1,1,1,1, ,1, ,1, , ,1,1, 
"2020-04-03 16:46:56","2020-04-03 23:59:59",25983.0,0.00939778985742, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, ,1, ,1, , ,1,1, 
"2020-04-03 23:59:59","2020-04-04 00:00:00",1.0,3.61689945634E-07, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-04 00:00:00","2020-04-04 23:59:59",86399.0,0.0312496496129, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1,1, , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-04 23:59:59","2020-04-05 00:00:00",1.0,3.61689945634E-07, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, , ,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:00:00","2020-04-05 00:38:02",2282.0,0.000825376455938, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:38:02","2020-04-05 00:38:10",8.0,2.89351956508E-06, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1,1,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:38:10","2020-04-05 00:39:02",52.0,1.8807877173E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1,1,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1,1,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:39:02","2020-04-05 00:39:10",8.0,2.89351956508E-06, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1,1,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:39:10","2020-04-05 00:46:02",412.0,0.000149016257601, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:46:02","2020-04-05 00:46:10",8.0,2.89351956508E-06, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1,1,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:46:10","2020-04-05 00:47:10",60.0,2.17013967381E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1,1,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1,1,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:47:10","2020-04-05 00:48:02",52.0,1.8807877173E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1,1,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 00:48:02","2020-04-05 01:48:48",3646.0,0.00131872154178, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 01:48:48","2020-04-05 01:49:48",60.0,2.17013967381E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, ,1, , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 01:49:48","2020-04-05 04:01:45",7917.0,0.00286349929959, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 04:01:45","2020-04-05 04:02:45",60.0,2.17013967381E-05, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, ,1,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 04:02:45","2020-04-05 05:06:05",3800.0,0.00137442179341, , , , ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
"2020-04-05 05:06:05","2020-04-05 05:06:06",1.0,3.61689945634E-07, , ,1, ,1, , , ,1,1, , , , ,1, , , ,1, , , ,1, , , ,1,1,1, ,1, , , , ,1, , ,1,1, , ,1, ,1, , , ,1, ,1,1,1, , , ,1,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,1, , , ,1,1,1,1, ,1, , ,1,1,1,1,1,1,1,1,1,1, , ,1,1,1, , , , , , , ,1, ,1,1,1, , , , , , ,1,1,1,1, ,1,1,1,1,1, ,1, , ,1,1,1, , ,1,1,1, , , ,1, , ,1,1, 
