dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2020-04-08 10:19:48.0,2020-04-08 10:24:18.0,270,,4,1
2020-04-14 01:09:34.0,2020-04-14 01:10:03.0,29,,4,1
2020-04-18 10:18:53.0,2020-04-18 10:20:48.0,115,,4,1
