dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2020-04-01 22:06:04.0,2020-04-01 22:07:04.0,60,,4,1
2020-04-01 22:09:04.0,2020-04-01 22:10:04.0,60,,4,1
2020-04-01 22:57:04.0,2020-04-01 22:58:04.0,60,,4,1
2020-04-05 05:06:06.0,2020-04-05 05:07:04.0,58,,4,1
2020-04-08 05:38:06.0,2020-04-08 05:39:04.0,58,,4,1
2020-04-09 04:29:04.0,2020-04-09 04:30:05.0,61,,4,1
2020-04-09 06:36:05.0,2020-04-09 06:37:04.0,59,,4,1
2020-04-09 06:49:04.0,2020-04-09 06:50:04.0,60,,4,1
2020-04-11 07:07:04.0,2020-04-11 07:08:04.0,60,,4,1
2020-04-11 20:14:04.0,2020-04-11 20:15:04.0,60,,4,1
2020-04-11 21:14:04.0,2020-04-11 21:15:04.0,60,,4,1
2020-04-12 00:19:04.0,2020-04-12 00:20:04.0,60,,4,1
2020-04-12 00:23:04.0,2020-04-12 00:24:04.0,60,,4,1
2020-04-17 07:56:05.0,2020-04-17 07:57:04.0,59,,4,1
2020-04-17 07:59:04.0,2020-04-17 08:00:07.0,63,,4,1
2020-04-17 22:45:05.0,2020-04-17 22:46:04.0,59,,4,1
2020-04-19 00:38:04.0,2020-04-19 00:39:04.0,60,,4,1
2020-04-23 03:22:04.0,2020-04-23 03:23:04.0,60,,4,1
