dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2019-03-12 17:23:50.0,2019-03-12 17:24:50.0,60,,4,1
2019-03-12 23:13:50.0,2019-03-12 23:14:50.0,60,,4,1
