time_ini,time_end,duration_seg,duration_percent,RPCGR_SColTempo_0001_delta_tempo,ref_2019_02_18,OMCCL_nOK_0004,OMCCL_SColTempo_0001_delta_tempo,RPCGR_nOK_0002,localidade_id_MSRPPPR_2136,OMCCL_SColTempo_0004_delta_tempo,localidade_id_MSRPNAS1_2122,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPNAS_nOK_0001,OMCCLxRPATJ_ativado,OMGUA_SColTempo_0001_delta_tempo,RPAMB_nOK_0003,RPMPX_nOK_0002,RPMRDxRPFGR_ativado,ref_2019_02_04,ref_2019_02_05,ref_2019_02_06,ref_2019_02_07,ref_2019_02_01,ref_2019_02_02,ref_2019_02_03,ref_2019_02,OMBLV_SColTempo_0001_delta_tempo,RPMMA_SColTempo_0003_delta_tempo,ref_2019_02_08,ref_2019_02_09,RPAMBxRPTCU_ativado,ref_2019_02_12,RPJRD_SColTempo_0002_delta_tempo,chamados_MSRPPPR,ref_2019_01_31,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0004,ref_2019_02_13,RPDOU_nOK_0001,ref_2019_02_11,ref_2019_02_10,ref_2019_02_17,ref_2019_02_16,ref_2019_02_15,ref_2019_02_14,ref_2019_02_19,RPNAS1_SColTempo_0002_delta_tempo,OMAQD_SColTempo_0002_delta_tempo,OMBLV_SColTempo_0002_delta_tempo,OMCGR_nOK_0001,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,ref_2019_03,ref_2019_01,RPPPRxOMCCL_ativado,RPATJ_SColTempo_0002_delta_tempo,localidade_id_MSRPNAS_2122,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,chamados_MSRPCGR,Chamados_Desconto,ref_2019_03_01,RPNAS1_SColTempo_0001_delta_tempo,RPMRD_nOK_0002,RPAMOxRPAMB_ativado,chamados_MSOMBLV,OMMNO_SColTempo_0001_delta_tempo,chamados_MSOMCCL,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPMMA_SColTempo_0001_delta_tempo,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPMMA_SColTempo_0002_delta_tempo,OMCARC_SColTempo_0003_delta_tempo,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,RPMMA_nOK_0001,OMAMB_SColTempo_0001_delta_tempo,localidade_id_MSOMCCL_2136,OMBLV_nOK_0002,ref_2019_02_23,ref_2019_02_20,ref_2019_02_21,chamados_MSRPNAS1,RPAMO_nOK_0002,RPNAS1_nOK_0002,RPFDI_nOK_0002,localidade_id_MSOMBLV_2136,RPATJ_SColTempo_0001_delta_tempo,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,localidade_id_MSRPCGR_2122,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPTRN_nOK_0002,RPCGR_SColTempo_0002_delta_tempo,RPSPE_nOK_0002,RPMRDxOMAQD_ativado,RPJRD_SColTempo_0001_delta_tempo,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,ref_2019_02_28,RPNOQxOMJRD_ativado,chamados_MSRPNAS,ref_2019_02_22,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,ref_2019_02_26,ref_2019_02_27,ref_2019_02_24,ref_2019_02_25,RPATJ_nOK_0001,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-01-31 09:07:14","2019-01-31 23:59:59",53565.0,0.0156114521871, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , , , , , , ,1, , , ,1,1, , , , , , , , , , , , , , , ,1,1, ,1,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-01-31 23:59:59","2019-02-01 00:00:00",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , , , , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 00:00:00","2019-02-01 05:01:02",18062.0,0.00526414728654, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:01:02","2019-02-01 05:01:04",2.0,5.82897496018E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:01:04","2019-02-01 05:02:04",60.0,1.74869248805E-05, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , ,1, , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:02:04","2019-02-01 05:02:05",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , ,1, , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:02:05","2019-02-01 05:03:03",58.0,1.69040273845E-05, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:03:03","2019-02-01 05:03:04",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:03:04","2019-02-01 05:04:02",58.0,1.69040273845E-05, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , ,1, , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:04:02","2019-02-01 05:04:04",2.0,5.82897496018E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , ,1, , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:04:04","2019-02-01 05:39:02",2098.0,0.000611459473323, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:39:02","2019-02-01 05:39:04",2.0,5.82897496018E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:39:04","2019-02-01 05:40:03",59.0,1.71954761325E-05, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , ,1, , ,1,1, ,1,1, ,1,1,1, , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 05:40:03","2019-02-01 23:59:59",65996.0,0.0192344515736, , , , , , , , , ,1,1, ,1, , , ,1, , , , ,1, , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-01 23:59:59","2019-02-02 00:00:00",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 00:00:00","2019-02-02 21:45:54",78354.0,0.0228361752015, , , , , , , , , ,1,1, ,1, , , ,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 21:45:54","2019-02-02 21:46:12",18.0,5.24607746416E-06, , , , , , , , ,150,1,1, ,1, , , ,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 21:46:12","2019-02-02 21:48:24",132.0,3.84712347372E-05, , , , , , , , ,150,1,1, ,1, , , ,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,187, , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 21:48:24","2019-02-02 21:49:19",55.0,1.60296811405E-05, , , , , , , , , ,1,1, ,1, , , ,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , ,187, , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 21:49:19","2019-02-02 23:59:59",7840.0,0.00228495818439, , , , , , , , , ,1,1, ,1, , , ,1, , , , , ,1, ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-02 23:59:59","2019-02-03 00:00:00",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-03 00:00:00","2019-02-03 23:59:59",86399.0,0.0251808803792, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , ,1,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-03 23:59:59","2019-02-04 00:00:00",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 00:00:00","2019-02-04 04:12:29",15149.0,0.00441515708359, , , , , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 04:12:29","2019-02-04 04:13:20",51.0,1.48638861485E-05, , ,1, , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 04:13:20","2019-02-04 04:13:28",8.0,2.33158998407E-06, , , , , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 04:13:28","2019-02-04 04:44:28",1860.0,0.000542094671297, , , , , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 04:44:28","2019-02-04 04:45:29",61.0,1.77783736286E-05, , , , , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 04:45:29","2019-02-04 23:59:59",69270.0,0.0201886547746, , , , , , , , , ,1,1, ,1, , , ,1,1, , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-04 23:59:59","2019-02-05 00:00:00",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, , , , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-05 00:00:00","2019-02-05 00:00:01",1.0,2.91448748009E-07, , , , , , , , , ,1,1, ,1, , , ,1, ,1, , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, , ,1,1,1,1, , , , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , , , , , , , ,1,1, ,1,1, ,1,1, , , ,1, ,1,1, ,1, , ,1,1,1, , , , , ,1, 
"2019-02-05 00:00:01","2019-02-05 15:27:28",55647.0,0.0162182484805, , , , , , , ,1, ,1,1, ,1, , , ,1, ,1, , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1,1,1,1,1,1, , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1, , , ,1, ,1,1, ,1,1, ,1,1,1, , , , , ,1, 
"2019-02-05 15:27:28","2019-02-05 15:28:20",52.0,1.51553348965E-05, , , , , , , ,1, ,1,1, ,1, , , ,1, ,1, , , , , ,1, , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , ,1,1, , ,1, ,1,1,1,1,1,1,1, , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1, , , ,1, ,1,1, ,1,1, ,1,1,1, , , , , ,1, 
"2019-02-05 15:28:20","2019-02-05 15:28:28",8.0,2.33158998407E-06, , ,1, , , , ,1, ,1,1, ,1, , , ,1, ,1, , , , , ,1, , , , ,1, , , , ,1, ,1, , , , , , , , , , , , , ,1,1, , ,1, ,1,1,1,1,1,1,1, , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1, , , ,1, ,1,1, ,1,1, ,1,1,1, , , , , ,1, 
"2019-02-05 15:28:28","2019-02-05 15:29:20",52.0,1.51553348965E-05, , ,1, , , , ,1, ,1,1, ,1, , , ,1, ,1, , , , , ,1, , , , ,1, , , , ,1, , , , , , , , , , , , , , , ,1,1, , ,1, ,1,1,1,1,1,1,1, , , ,1, , , ,1,1,1,1, ,1,1,1, , ,1,1, , , , , , , ,1, , , , , ,1,1, ,1,1,1,1,1, , , ,1, ,1,1, ,1,1, ,1,1,1, , , , , ,1, 
