dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2018-12-18 23:29:13.0,2018-12-18 23:32:13.0,180,,4,1
2018-12-19 03:16:13.0,2018-12-19 03:17:13.0,60,,4,1
