dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2020-03-19 13:25:10.0,2020-03-19 13:28:11.0,181,,4,1
2020-03-19 13:29:10.0,2020-03-19 13:30:10.0,60,,4,1
