dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2017-11-02 18:42:47.0,2017-11-02 18:44:43.0,2017-11-02 18:47:47.0,300,116,RD03_MSOMDOU,184,6050334
2018-04-13 17:05:38.0,2018-04-13 17:11:15.0,2018-04-13 17:14:12.0,514,337,RD02_MSOMDOU,177,23306924
