dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2019-09-20 05:21:04.0,2019-09-20 05:22:04.0,60,,4,1
2019-09-20 06:24:05.0,2019-09-20 06:25:05.0,60,,4,1
2019-09-20 09:20:04.0,2019-09-20 09:21:04.0,60,,4,1
2019-09-20 11:21:04.0,2019-09-20 11:22:04.0,60,,4,1
