dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2019-10-31 13:19:37.0,2019-10-31 13:20:37.0,60,,4,1
2019-11-01 06:43:37.0,2019-11-01 06:44:37.0,60,,4,1
2019-11-01 09:13:37.0,2019-11-01 09:14:37.0,60,,4,1
