time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPMRD_SColTempo_0001_delta_tempo,OMMNO_nOK_0001,ref_2019_09_30,OMCCLxRPATJ_ativado,RPMRDxRPFGR_ativado,chamados_MSOMJRD,localidade_id_MSOMJRD_1749,RPAMBxRPTCU_ativado,ref_2019_11,ref_2019_10,ref_2019_10_25,ref_2019_10_30,RPJRD_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0003,RPDOU_nOK_0001,RPCGR_SColTempo_0002_delta_tempo,RPJRD_SColTempo_0001_delta_tempo,OMCARCxRPFSJ_ativado,ref_2019_09,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_10_24,ref_2019_10_27,ref_2019_10_26,ref_2019_10_21,ref_2019_10_20,ref_2019_10_23,ref_2019_10_22,ref_2019_10_29,RPDOUxOMDOU_ativado,ref_2019_10_28,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,Chamados_Desconto,RPAMOxRPAMB_ativado,ref_2019_10_10,ref_2019_10_11,ref_2019_10_12,ref_2019_10_13,ref_2019_10_14,ref_2019_10_15,ref_2019_10_16,ref_2019_10_17,ref_2019_10_18,ref_2019_10_19,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,ref_2019_10_31,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,OMBLV_nOK_0002,RPAMO_nOK_0002,RPFDI_nOK_0001,ref_2019_11_01,RPAMO1_nOK_0001,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMDOU_nOK_0002,ref_2019_10_09,ref_2019_10_08,ref_2019_10_07,ref_2019_10_06,ref_2019_10_05,ref_2019_10_04,ref_2019_10_03,ref_2019_10_02,ref_2019_10_01,OMCGRxRPNVL_ativado,RPMRD_SColTempo_0002_delta_tempo,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPATJ_nOK_0001,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-10-13 23:59:59","2019-10-14 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 00:00:00","2019-10-14 14:42:41",52961.0,0.00161205924169, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 14:42:41","2019-10-14 14:45:38",177.0,5.38763402843E-06, ,177,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 14:45:38","2019-10-14 15:21:41",2163.0,6.5838714144E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 15:21:41","2019-10-14 15:25:38",237.0,7.21395064824E-06, ,237,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 15:25:38","2019-10-14 20:26:04",18026.0,0.000548686389811, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 20:26:04","2019-10-14 20:27:04",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 20:27:04","2019-10-14 23:59:59",12775.0,0.000388853246967, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , ,1, , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-14 23:59:59","2019-10-15 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-15 00:00:00","2019-10-15 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , ,1, , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-15 23:59:59","2019-10-16 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-16 00:00:00","2019-10-16 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , ,1, , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-16 23:59:59","2019-10-17 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 00:00:00","2019-10-17 22:05:05",79505.0,0.0024200217143, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , ,1, , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 22:05:05","2019-10-17 22:06:04",59.0,1.79587800948E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , ,1, , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1,248,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 22:06:04","2019-10-17 22:09:04",180.0,5.47894985942E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , ,1, , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1,248,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 22:09:04","2019-10-17 22:09:13",9.0,2.73947492971E-07, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , ,1, , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1,248,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 22:09:13","2019-10-17 23:59:59",6646.0,0.000202295004254, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , ,1, , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-17 23:59:59","2019-10-18 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 00:00:00","2019-10-18 08:06:44",29204.0,0.000888929176081, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 08:06:44","2019-10-18 08:07:45",61.0,1.85675523014E-06, , ,1,1, ,1, ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 08:07:45","2019-10-18 16:26:44",29939.0,0.000911301554673, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:26:44","2019-10-18 16:27:44",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , ,1,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:27:44","2019-10-18 16:32:18",274.0,8.34017923045E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:32:18","2019-10-18 16:34:49",151.0,4.59623015985E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, ,1, , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:34:49","2019-10-18 16:40:48",359.0,1.09274611085E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:40:48","2019-10-18 16:56:48",960.0,2.92210659169E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, ,1, , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 16:56:48","2019-10-18 17:00:48",240.0,7.30526647923E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 17:00:48","2019-10-18 17:01:48",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, ,1, , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 17:01:48","2019-10-18 17:20:49",1141.0,3.47304543867E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 17:20:49","2019-10-18 17:24:41",232.0,7.06175759659E-06, ,232,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 17:24:41","2019-10-18 23:59:59",23718.0,0.00072194295981, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , ,1, ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-18 23:59:59","2019-10-19 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-19 00:00:00","2019-10-19 13:10:55",47455.0,0.00144446425322, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-19 13:10:55","2019-10-19 13:15:18",263.0,8.00535451682E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , ,263, ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-19 13:15:18","2019-10-19 23:59:59",38681.0,0.00117739588618, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-19 23:59:59","2019-10-20 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-20 00:00:00","2019-10-20 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , ,1, , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-20 23:59:59","2019-10-21 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-21 00:00:00","2019-10-21 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , ,1, , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-21 23:59:59","2019-10-22 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-22 00:00:00","2019-10-22 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , ,1, ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-22 23:59:59","2019-10-23 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-23 00:00:00","2019-10-23 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , ,1, , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-23 23:59:59","2019-10-24 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-24 00:00:00","2019-10-24 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1,1, , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-24 23:59:59","2019-10-25 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-25 00:00:00","2019-10-25 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1,1, , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-25 23:59:59","2019-10-26 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-26 00:00:00","2019-10-26 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , ,1, , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-26 23:59:59","2019-10-27 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-27 00:00:00","2019-10-27 02:24:04",8644.0,0.000263111347694, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, ,1, , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-27 02:24:04","2019-10-27 02:26:11",127.0,3.86570351192E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1,1, , , , ,1, ,1,1,1, ,1, , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-27 02:26:11","2019-10-27 23:59:59",77628.0,0.00236288844271, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, ,1, , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-27 23:59:59","2019-10-28 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-28 00:00:00","2019-10-28 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1,1,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-28 23:59:59","2019-10-29 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-29 00:00:00","2019-10-29 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , ,1,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-29 23:59:59","2019-10-30 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-30 00:00:00","2019-10-30 23:59:59",86399.0,0.00262986549391, , ,1,1, , , ,1,1, , ,1, ,1, ,1, ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-30 23:59:59","2019-10-31 00:00:00",1.0,3.04386103301E-08, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1, ,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 00:00:00","2019-10-31 12:33:03",45183.0,0.00137530773055, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:33:03","2019-10-31 12:34:03",60.0,1.82631661981E-06, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1,1, , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
"2019-10-31 12:34:03","2019-10-31 12:47:04",781.0,2.37725546678E-05, , ,1,1, , , ,1,1, , ,1, ,1, , , ,1, , , , , ,1, ,1,1,1, , , , , , , , ,1, ,1,1,1, ,1, , , , , , , , , , ,1,1,1,1,1,1,1,1,1,1, , , , , ,1,1, ,1, , , , , , , , , , ,1, ,1,1,1,1,1,1,1,1,1, ,1, 
