dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2020-01-12 01:46:54.0,2020-01-12 01:47:54.0,60,,4,1
2020-01-26 06:09:54.0,2020-01-26 06:10:54.0,60,,4,1
