time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0004,localidade_id_MSRPPPR_1749,chamados_MSRPPMT1,RPBNDxRPSGO_ativado,RPFGR_SColTempo_0001_delta_tempo,ref_2020_02_01,ref_Periodo,RPFDIxRPMPX_ativado,ref_2020_01_18,ref_2020_01_19,ref_2019_12_31,chamados_MSOMCGR,ref_2020_01_12,OMCCLxRPATJ_ativado,ref_2020_01_10,ref_2020_01_11,ref_2020_01_16,RPNAS_SColTempo_0002_delta_tempo,ref_2020_01_14,ref_2020_01_15,RPFSJ_SColTempo_0002_delta_tempo,RPAMB_nOK_0003,RPMPX_nOK_0003,RPMPX_nOK_0002,RPMRDxRPFGR_ativado,ref_2020_01_13,ref_2020_01_09,ref_2020_01_08,OMJRD_SColTempo_0001_delta_tempo,ref_2020_01_01,ref_2020_01_03,ref_2020_01_02,ref_2020_01_05,ref_2020_01_04,ref_2020_01_07,ref_2020_01_06,RPAMBxRPTCU_ativado,ref_2019_12,RPJRD_nOK_0002,chamados_MSRPPPR,RPNASxRPRBR_ativado,RPPPR_nOK_0002,localidade_id_MSRPPMT1_1749,RPPPR_nOK_0004,RPFSJxRPPMT_ativado,RPFSJ_nOK_0002,RPSGOxRPFMA_ativado,ref_2020_01_30,ref_2020_01_31,OMCARCxRPFSJ_ativado,localidade_id_MSOMCCL_1749,OMCGR_nOK_0001,OMJRDxRPJRD_ativado,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPFTBxRPFXS_ativado,OMJRD_SColTempo_0002_delta_tempo,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,RPNAS_SColTempo_0001_delta_tempo,RPFGRxRPFTB_ativado,ref_2020_01_23,chamados_MSRPCGR,ref_2020_01_21,ref_2020_01_20,ref_2020_01_27,RPPMT_SColTempo_0002_delta_tempo,ref_2020_01_25,Chamados_Desconto,ref_2020_01_29,ref_2020_01_28,OMBBR_SColTempo_0001_delta_tempo,RPAMOxRPAMB_ativado,RPPMT1xOMBBR_ativado,chamados_MSOMCCL,RPTCUxOMIGT_ativado,ref_2020_01_17,RPPPRxOMPPR_ativado,RPTCU_nOK_0001,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPNVLxRPBND_ativado,RPMPXxRPSPE_ativado,RPCGRxRPNAS1_ativado,RPNOQxOMNOQ_ativado,RPFXS_SColTempo_0001_delta_tempo,RPMRD_SColTempo_0003_delta_tempo,RPFSJ_SColTempo_0001_delta_tempo,ref_2020_01_22,RPFMAxRPFSG_ativado,RPFSJxRPPMT1_ativado,ref_2020_01_26,ref_2020_01_24,RPRBR_nOK_0002,RPSPE_SColTempo_0001_delta_tempo,RPDOU_nOK_0001,RPAMO_nOK_0002,RPBND_nOK_0001,localidade_id_MSRPCGR_1749,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMIGTxOMMNO_ativado,RPFGR_SColTempo_0002_delta_tempo,RPFGR_nOK_0002,OMCGRxRPNVL_ativado,RPFSJ_nOK_0003,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,localidade_id_MSOMCGR_1749,RPSPE_SColTempo_0002_delta_tempo,RPJRDxRPMMA_ativado,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPPMTxOMPMT_ativado,ref_2020_02,RPSPExRPNOQ_ativado,ref_2020_01
"2020-01-01 03:54:50","2020-01-01 03:55:50",60.0,2.10437784244E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 03:55:50","2020-01-01 04:01:33",343.0,0.00012030026666, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:01:33","2020-01-01 04:01:41",8.0,2.80583712326E-06, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,220, , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:01:41","2020-01-01 04:01:51",10.0,3.50729640407E-06, ,1, ,1,237, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,220, , ,1,1, , , , , , , ,1,1,1,1,237, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:01:51","2020-01-01 04:03:50",119.0,4.17368272085E-05, ,1, ,1,237, ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,220, , ,1,1, , , , , , , ,1,1,1,1,237, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:03:50","2020-01-01 04:05:13",83.0,2.91105601538E-05, ,1, ,1,237, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,220, , ,1,1, , , , , , , ,1,1,1,1,237, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:05:13","2020-01-01 04:05:38",25.0,8.76824101019E-06, ,1, ,1,237, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,237, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 04:05:38","2020-01-01 05:28:50",4992.0,0.00175084236491, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 05:28:50","2020-01-01 05:29:50",60.0,2.10437784244E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 05:29:50","2020-01-01 06:01:50",1920.0,0.000673400909582, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:01:50","2020-01-01 06:02:50",60.0,2.10437784244E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:02:50","2020-01-01 06:05:41",171.0,5.99747685097E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:05:41","2020-01-01 06:05:50",9.0,3.15656676367E-06, ,1, ,1,183, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,183, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:05:50","2020-01-01 06:06:50",60.0,2.10437784244E-05, ,1, ,1,183, ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,183, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:06:50","2020-01-01 06:07:50",60.0,2.10437784244E-05, ,1, ,1,183, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,183, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:07:50","2020-01-01 06:08:44",54.0,1.8939400582E-05, ,1, ,1,183, ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,183, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:08:44","2020-01-01 06:08:50",6.0,2.10437784244E-06, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:08:50","2020-01-01 06:20:50",720.0,0.000252525341093, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:20:50","2020-01-01 06:21:50",60.0,2.10437784244E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:21:50","2020-01-01 06:54:38",1968.0,0.000690235932322, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:54:38","2020-01-01 06:55:50",72.0,2.52525341093E-05, ,1, ,1,180, ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,180, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:55:50","2020-01-01 06:57:38",108.0,3.7878801164E-05, ,1, ,1,180, ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1,180, ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:57:38","2020-01-01 06:57:50",12.0,4.20875568489E-06, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 06:57:50","2020-01-01 07:39:33",2503.0,0.00087787628994, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 07:39:33","2020-01-01 07:39:50",17.0,5.96240388693E-06, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,160, , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 07:39:50","2020-01-01 07:40:50",60.0,2.10437784244E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , ,1, ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,160, , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 07:40:50","2020-01-01 07:42:13",83.0,2.91105601538E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,160, , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 07:42:13","2020-01-01 23:59:59",58666.0,0.0205759050841, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , ,1, , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-01 23:59:59","2020-01-02 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-02 00:00:00","2020-01-02 05:28:38",19718.0,0.00691568704955, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , ,1, , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-02 05:28:38","2020-01-02 05:29:39",61.0,2.13945080649E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , ,1, , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, ,1,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-02 05:29:39","2020-01-02 23:59:59",66620.0,0.0233656086439, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , ,1, , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-02 23:59:59","2020-01-03 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-03 00:00:00","2020-01-03 23:59:59",86399.0,0.0303026902016, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , ,1, , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-03 23:59:59","2020-01-04 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-04 00:00:00","2020-01-04 23:59:59",86399.0,0.0303026902016, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , ,1, , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-04 23:59:59","2020-01-05 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-05 00:00:00","2020-01-05 23:59:59",86399.0,0.0303026902016, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , ,1, , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-05 23:59:59","2020-01-06 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 00:00:00","2020-01-06 01:31:05",5465.0,0.00191673748483, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 01:31:05","2020-01-06 01:32:05",60.0,2.10437784244E-05,1,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 01:32:05","2020-01-06 17:10:46",56321.0,0.0197534440774, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 17:10:46","2020-01-06 17:12:46",120.0,4.20875568489E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1,1,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 17:12:46","2020-01-06 17:14:46",120.0,4.20875568489E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 17:14:46","2020-01-06 17:17:46",180.0,6.31313352733E-05, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1,1,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 17:17:46","2020-01-06 23:59:59",24133.0,0.00846415841195, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , ,1,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-06 23:59:59","2020-01-07 00:00:00",1.0,3.50729640407E-07, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , , , ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
"2020-01-07 00:00:00","2020-01-07 03:27:51",12471.0,0.00437394934552, ,1, ,1, , ,1,1, , , ,1, ,1, , , , , , , , , , ,1, , , , , , , , , ,1, ,1, , ,1,1, , , ,1, ,1, , ,1,1, ,1,1,1,1, ,1,1,1,1, ,1, ,1, , , , , ,1, , , ,1,1,1,1, ,1, ,1,1,1,1,1,1,1,1, , , , ,1,1, , , , , , , ,1,1,1,1, , ,1, ,1,1,1,1, ,1,1,1,1,1,1, ,1,1
