dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2017-11-13 17:49:20.0,2017-11-13 17:52:24.0,2017-11-13 17:54:19.0,299,184,RD01_MSRPAMO,115,21246331
