dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2017-09-11 15:04:15.0,2017-09-11 15:07:41.0,2017-09-11 15:14:15.0,600,206,RD02_PROMGUA,394,2782148
2017-10-05 12:10:01.0,2017-10-05 13:28:19.0,2017-10-05 13:31:05.0,4864,4698,RD02_PROMGUA,166,2062941
2017-09-11 11:04:19.0,2017-09-11 14:57:42.0,2017-09-11 14:59:34.0,14115,14003,RD01_PROMGUA,112,2765862
