dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2018-06-21 11:50:55.0,2018-06-21 12:00:42.9,2018-06-21 12:05:58.0,903,587.960000,SW01B_MSRPCGR,315.040000,42949084
2018-06-21 21:40:35.0,2018-06-21 21:41:09.9,2018-06-21 21:45:35.0,300,34.960000,SW01A_MSRPCGR,265.040000,42949638
2017-10-28 16:16:26.0,2017-10-28 16:18:45.0,2017-10-28 16:21:27.0,301,139,RD04_MSRPCGR,162,22568982
2018-06-29 12:19:23.0,2018-06-29 12:43:43.0,2018-06-29 12:46:39.0,1636,1460,RD03_MSRPCGR,176,42916145
2018-06-29 12:49:22.0,2018-06-29 12:57:34.0,2018-06-29 13:04:23.0,901,492,RD03_MSRPCGR,409,339
2018-03-31 20:08:04.0,2018-03-31 20:11:34.0,2018-03-31 20:13:46.0,342,210,RD01_MSRPCGR,132,28776273
2018-06-21 22:09:55.0,2018-06-21 22:10:50.0,2018-06-21 22:12:55.0,180,55,MSRPCGR_SWL3,125,42949619
