dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2018-11-13 18:41:21.0,2018-11-13 18:42:17.0,56,,4,1
2018-11-13 18:58:17.0,2018-11-13 19:02:17.0,240,,4,1
2018-11-15 20:06:16.0,2018-11-15 20:09:16.0,180,,4,1
