dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2019-07-08 12:56:45.0,2019-07-08 15:56:44.0,10799,,4,1
2019-07-27 06:00:44.0,2019-07-27 06:01:44.0,60,,4,1
