time_ini,time_end,duration_seg,duration_percent,ref_2019_07_25,ref_2019_07_24,ref_2019_07_27,ref_2019_07_26,ref_2019_07_21,ref_2019_07_20,ref_2019_07_23,ref_2019_07_22,ref_2019_07_29,ref_2019_07_28,ref_Periodo,RPFDIxRPMPX_ativado,OMCCLxRPATJ_ativado,chamados_MSRPJRD,localidade_id_MSOMJRD_2496,ref_2019_07_10,ref_2019_07_11,ref_2019_07_12,ref_2019_07_13,ref_2019_07_14,ref_2019_07_15,ref_2019_07_16,ref_2019_07_17,ref_2019_07_18,ref_2019_07_19,chamados_MSRPMMA,RPMRDxRPFGR_ativado,OMJRDxRPJRD_ativado,chamados_MSOMJRD,RPJRD_nOK_0001,RPJRD_nOK_0002,RPAMBxRPTCU_ativado,localidade_id_MSRPMMA_2496,OMJRD_nOK_0001,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0004,OMCARCxRPFSJ_ativado,ref_2019_07_31,ref_2019_06,ref_2019_07,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,RPATJ_SColTempo_0002_delta_tempo,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,localidade_id_MSOMCCL_2496,localidade_id_MSRPATJ_2496,OMCARC_nOK_0001,Chamados_Desconto,ref_2019_07_09,ref_2019_07_08,ref_2019_07_07,ref_2019_07_06,ref_2019_07_05,ref_2019_07_04,ref_2019_07_03,ref_2019_07_02,ref_2019_07_01,chamados_MSOMCCL,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,localidade_id_MSOMBLV_2496,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,OMBLV_nOK_0001,RPAMO_nOK_0002,RPFDI_nOK_0001,ref_2019_06_30,RPAMO1_nOK_0001,chamados_MSRPATJ,RPATJ_SColTempo_0001_delta_tempo,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,localidade_id_MSRPJRD_2496,ref_2019_07_30,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPAMOxRPAMB_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPJRDxRPMMA_ativado,chamados_MSOMBLV,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPSPExRPNOQ_ativado
"2019-07-16 00:00:00","2019-07-16 23:59:59",86399.0,0.0312496496129, , , , , , , , , , ,1,1,1,1,1, , , , , , ,1, , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-16 23:59:59","2019-07-17 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 00:00:00","2019-07-17 12:14:21",44061.0,0.0159364206946, , , , , , , , , , ,1,1,1,1,1, , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 12:14:21","2019-07-17 15:31:22",11821.0,0.00427553684734, , , , , , , , , , ,1,1,1,1,1, , , , , , , ,1, , ,1,1,1,1,1, ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 15:31:22","2019-07-17 16:37:33",3971.0,0.00143627077411, , , , , , , , , , ,1,1,1,1,1, , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 16:37:33","2019-07-17 16:39:33",120.0,4.34027934761E-05, , , , , , , , , , ,1,1,1,1,1, , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 16:39:33","2019-07-17 23:59:59",26426.0,0.00955801850333, , , , , , , , , , ,1,1,1,1,1, , , , , , , ,1, , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-17 23:59:59","2019-07-18 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-18 00:00:00","2019-07-18 16:28:33",59313.0,0.0214529157454, , , , , , , , , , ,1,1,1,1,1, , , , , , , , ,1, ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-18 16:28:33","2019-07-18 16:30:33",120.0,4.34027934761E-05, , , , , , , , , , ,1,1,1,1,1, , , , , , , , ,1, ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1,1, , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-18 16:30:33","2019-07-18 23:59:59",26966.0,0.00975333107398, , , , , , , , , , ,1,1,1,1,1, , , , , , , , ,1, ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-18 23:59:59","2019-07-19 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-19 00:00:00","2019-07-19 19:06:21",68781.0,0.0248773961507, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , ,1,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-19 19:06:21","2019-07-19 19:07:21",60.0,2.17013967381E-05, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-19 19:07:21","2019-07-19 23:59:59",17558.0,0.00635055206545, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , ,1,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-19 23:59:59","2019-07-20 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 00:00:00","2019-07-20 01:44:37",6277.0,0.00227032778875, , , , , ,1, , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 01:44:37","2019-07-20 01:45:48",71.0,2.567998614E-05, , , , , ,1, , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1,240,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 01:45:48","2019-07-20 01:47:48",120.0,4.34027934761E-05, , , , , ,1, , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , ,1, , ,1,240,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 01:47:48","2019-07-20 01:48:37",49.0,1.77228073361E-05, , , , , ,1, , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1,240,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 01:48:37","2019-07-20 23:59:59",79882.0,0.0288925162372, , , , , ,1, , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-20 23:59:59","2019-07-21 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-21 00:00:00","2019-07-21 23:59:59",86399.0,0.0312496496129, , , , ,1, , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-21 23:59:59","2019-07-22 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-22 00:00:00","2019-07-22 23:59:59",86399.0,0.0312496496129, , , , , , , ,1, , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-22 23:59:59","2019-07-23 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-23 00:00:00","2019-07-23 23:59:59",86399.0,0.0312496496129, , , , , , ,1, , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-23 23:59:59","2019-07-24 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-24 00:00:00","2019-07-24 23:59:59",86399.0,0.0312496496129, ,1, , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-24 23:59:59","2019-07-25 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-25 00:00:00","2019-07-25 23:59:59",86399.0,0.0312496496129,1, , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-25 23:59:59","2019-07-26 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-26 00:00:00","2019-07-26 23:59:59",86399.0,0.0312496496129, , , ,1, , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-26 23:59:59","2019-07-27 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-27 00:00:00","2019-07-27 06:00:44",21644.0,0.00782841718331, , ,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-27 06:00:44","2019-07-27 06:01:44",60.0,2.17013967381E-05, , ,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-27 06:01:44","2019-07-27 23:59:59",64695.0,0.0233995310328, , ,1, , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-27 23:59:59","2019-07-28 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-28 00:00:00","2019-07-28 06:21:04",22864.0,0.00826967891698, , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-28 06:21:04","2019-07-28 06:22:04",60.0,2.17013967381E-05, , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, ,1,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-28 06:22:04","2019-07-28 23:59:59",63475.0,0.0229582692991, , , , , , , , , ,1,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-28 23:59:59","2019-07-29 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-29 00:00:00","2019-07-29 23:59:59",86399.0,0.0312496496129, , , , , , , , ,1, ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-29 23:59:59","2019-07-30 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-30 00:00:00","2019-07-30 23:59:59",86399.0,0.0312496496129, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-30 23:59:59","2019-07-31 00:00:00",1.0,3.61689945634E-07, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1, , ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-31 00:00:00","2019-07-31 17:19:48",62388.0,0.0225651123282, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1,1, ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-31 17:19:48","2019-07-31 17:20:48",60.0,2.17013967381E-05, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1,1, ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, ,1, , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-31 17:20:48","2019-07-31 23:59:00",23892.0,0.0086414961811, , , , , , , , , , ,1,1,1,1,1, , , , , , , , , , ,1,1,1,1, , ,1,1, ,1, , ,1,1, ,1,1,1, ,1,1,1,1,1,1, ,1, , , , , , , , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , ,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1
"2019-07-31 23:59:00","2019-07-31 23:59:59",59.0,2.13397067924E-05, , , , , , , , , , ,1,1,1, , , , , , , , , , , , , ,1,1, , , ,1, , ,1, , ,1,1, ,1,1,1, ,1,1,1,1, , , , , , , , , , , , , , ,1,1,1,1, ,1,1,1,1,1, , , , , , , ,1,1,1,1, , ,1,1,1,1,1,1, ,1,1,1,1,1
