time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0001,RPJRDxRPMMA_ativado,OMCCL_nOK_0004,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,localidade_id_MSRPNPQ_2496,ref_2019_08_14,ref_2019_08_17,ref_2019_08_16,ref_2019_08_11,ref_2019_08_10,ref_2019_08_13,ref_2019_08_12,OMCCLxRPATJ_ativado,ref_2019_08_19,ref_2019_08_18,localidade_id_MSRPRBR_2496,localidade_id_MSRPSPE_2496,chamados_MSRPATJ,RPMRDxRPFGR_ativado,ref_2019_08_25,ref_2019_08_20,ref_2019_08_21,ref_2019_08_22,ref_2019_08_23,ref_2019_08_24,chamados_MSRPDOU,ref_2019_08_26,ref_2019_08_27,ref_2019_08_28,ref_2019_08_29,RPAMBxRPTCU_ativado,RPNASxRPRBR_ativado,RPPPR_nOK_0002,ref_2019_08_31,ref_2019_08_30,RPDOU_nOK_0001,OMCARCxRPFSJ_ativado,RPMMAxOMBLV_ativado,ref_2019_08,ref_2019_09,OMJRDxRPJRD_ativado,ref_2019_07,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_08_15,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,chamados_MSRPRBR,RPNAS_SColTempo_0001_delta_tempo,localidade_id_MSOMCCL_2496,localidade_id_MSRPATJ_2496,Chamados_Desconto,RPAMOxRPAMB_ativado,chamados_MSOMBLV,chamados_MSOMCCL,RPTCUxOMIGT_ativado,RPNAS_SColTempo_0002_delta_tempo,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,localidade_id_MSOMBLV_2496,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,chamados_MSRPNOQ,RPMMA_nOK_0001,RPMMA_nOK_0003,RPMMA_nOK_0002,OMBLV_nOK_0002,RPNOQ_nOK_0001,chamados_MSRPSPE,RPAMO_nOK_0002,RPMPX_SColTempo_0003_delta_tempo,localidade_id_MSRPDOU_2496,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,OMPPR_SColTempo_0002_delta_tempo,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,ref_2019_07_31,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPSPE_nOK_0001,RPMPXxRPSPE_ativado,ref_2019_08_06,ref_2019_08_07,ref_2019_08_04,ref_2019_08_05,ref_2019_08_02,ref_2019_08_03,RPNOQxOMJRD_ativado,ref_2019_08_01,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,ref_2019_09_01,ref_2019_08_08,ref_2019_08_09,RPATJ_nOK_0001,RPATJ_nOK_0002,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-08-13 15:12:37","2019-08-13 15:13:37",60.0,2.10437784244E-05, ,1, , ,1,1,1, , , , , ,1, ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , ,1,1, 
"2019-08-13 15:13:37","2019-08-13 23:59:59",31582.0,0.0110767435033, ,1, , ,1,1,1, , , , , ,1, ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-13 23:59:59","2019-08-14 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 00:00:00","2019-08-14 03:52:58",13978.0,0.00490249891361, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 03:52:58","2019-08-14 03:55:54",176.0,6.17284167117E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,198
"2019-08-14 03:55:54","2019-08-14 03:56:16",22.0,7.71605208896E-06, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1,198
"2019-08-14 03:56:16","2019-08-14 03:56:54",38.0,1.33277263355E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1,582
"2019-08-14 03:56:54","2019-08-14 03:57:55",61.0,2.13945080649E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,582
"2019-08-14 03:57:55","2019-08-14 04:05:54",479.0,0.000167999497755, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1,582
"2019-08-14 04:05:54","2019-08-14 04:05:58",4.0,1.40291856163E-06, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,582
"2019-08-14 04:05:58","2019-08-14 04:06:05",7.0,2.45510748285E-06, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:06:05","2019-08-14 04:06:56",51.0,1.78872116608E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:06:56","2019-08-14 04:08:05",69.0,2.42003451881E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:08:05","2019-08-14 04:10:37",152.0,5.33109053419E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:10:37","2019-08-14 04:12:37",120.0,4.20875568489E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:12:37","2019-08-14 04:14:37",120.0,4.20875568489E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:14:37","2019-08-14 04:15:37",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:15:37","2019-08-14 04:20:05",268.0,9.39955436292E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:20:05","2019-08-14 04:21:05",60.0,2.10437784244E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:21:05","2019-08-14 04:21:37",32.0,1.1223348493E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:21:37","2019-08-14 04:22:37",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:22:37","2019-08-14 04:23:37",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:23:37","2019-08-14 04:24:37",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:24:37","2019-08-14 04:25:06",29.0,1.01711595718E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:25:06","2019-08-14 04:25:37",31.0,1.08726188526E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:25:37","2019-08-14 04:26:05",28.0,9.82042993141E-06,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:26:05","2019-08-14 04:27:07",62.0,2.17452377053E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:27:07","2019-08-14 04:28:05",58.0,2.03423191436E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:28:05","2019-08-14 04:29:05",60.0,2.10437784244E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:29:05","2019-08-14 04:31:05",120.0,4.20875568489E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:31:05","2019-08-14 04:32:05",60.0,2.10437784244E-05,1,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:32:05","2019-08-14 04:33:37",92.0,3.22671269175E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:33:37","2019-08-14 04:34:37",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , ,1, ,1, 
"2019-08-14 04:34:37","2019-08-14 04:50:56",979.0,0.000343364317959, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:50:56","2019-08-14 04:51:56",60.0,2.10437784244E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:51:56","2019-08-14 04:58:55",419.0,0.000146955719331, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:58:55","2019-08-14 04:59:56",61.0,2.13945080649E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 04:59:56","2019-08-14 05:00:54",58.0,2.03423191436E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 05:00:54","2019-08-14 05:00:56",2.0,7.01459280815E-07, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 05:00:56","2019-08-14 08:42:54",13318.0,0.00467101735095, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 08:42:54","2019-08-14 08:42:56",2.0,7.01459280815E-07, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 08:42:56","2019-08-14 08:43:54",58.0,2.03423191436E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1,1,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 08:43:54","2019-08-14 08:43:56",2.0,7.01459280815E-07, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , ,1,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 08:43:56","2019-08-14 17:58:15",33259.0,0.0116649171103, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 17:58:15","2019-08-14 17:59:45",90.0,3.15656676367E-05, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , ,1, , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 17:59:45","2019-08-14 23:59:59",21614.0,0.00758067044777, ,1, , ,1,1,1,1, , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-14 23:59:59","2019-08-15 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-15 00:00:00","2019-08-15 23:59:59",86399.0,0.0303026902016, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-15 23:59:59","2019-08-16 00:00:00",1.0,3.50729640407E-07, ,1, , ,1,1,1, , , , , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-16 00:00:00","2019-08-16 07:50:58",28258.0,0.00991091817863, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-16 07:50:58","2019-08-16 07:54:58",240.0,8.41751136978E-05, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,240
"2019-08-16 07:54:58","2019-08-16 08:05:06",608.0,0.000213243621368, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,608
"2019-08-16 08:05:06","2019-08-16 08:05:58",52.0,1.82379413012E-05, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
"2019-08-16 08:05:58","2019-08-16 08:11:58",360.0,0.000126262670547, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1,360
"2019-08-16 08:11:58","2019-08-16 08:22:29",631.0,0.000221310403097, ,1, , ,1,1,1, , ,1, , , , ,1, , ,1,1,1,1, , , , , , ,1, , , , ,1,1, , , , ,1,1,1, ,1, ,1,1, ,1,1,1,1,1, ,1,1,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1, , , , , ,1, , ,1,1,1, ,1,1, ,1,1, ,1, , , , , , ,1, ,1,1,1, , , , , ,1, 
