dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2020-02-03 04:54:04.0,2020-02-03 04:55:04.0,60,,4,1
2020-02-07 02:35:05.0,2020-02-07 02:37:04.0,119,,4,1
