dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2018-05-04 02:25:44.0,2018-05-04 02:26:38.0,54,,4,1
2018-05-22 15:45:27.0,2018-05-22 15:47:23.0,116,,4,1
2018-06-12 07:33:07.0,2018-06-12 07:34:07.0,60,,4,1
2018-06-24 06:02:38.0,2018-06-24 06:03:37.0,59,,4,1
