dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2019-06-11 18:47:45.0,2019-06-11 18:48:46.0,61,,4,1
2019-06-18 14:49:45.0,2019-06-18 14:56:45.0,420,,4,1
2019-06-18 16:37:45.0,2019-06-18 16:38:46.0,61,,4,1
2019-06-18 17:55:45.0,2019-06-18 17:58:45.0,180,,4,1
