time_ini,time_end,duration_seg,duration_percent,RPCGR_SColTempo_0001_delta_tempo,RPJRDxRPMMA_ativado,ref_2019_06_17,OMCCL_SColTempo_0004_delta_tempo,ref_2019_06_15,localidade_id_MSOMCGR_2496,ref_2019_06_13,chamados_MSRPAMB,ref_2019_06_11,ref_2019_06_10,chamados_MSRPAMO,localidade_id_MSOMAQD_2496,ref_Periodo,RPFDIxRPMPX_ativado,ref_2019_06_19,ref_2019_06_18,chamados_MSRPBND,chamados_MSOMCGR,OMCCLxRPATJ_ativado,chamados_MSRPJRD,localidade_id_MSRPBND_2496,chamados_MSRPAMO1,localidade_id_MSOMJRD_2496,chamados_MSRPATJ,chamados_MSRPMMA,RPMRDxRPFGR_ativado,ref_2019_06,chamados_MSRPMMX,chamados_MSOMJRD,RPMMA_SColTempo_0003_delta_tempo,RPJRD_nOK_0001,OMBLV_SColTempo_0001_delta_tempo,RPAMBxRPTCU_ativado,ref_2019_06_14,localidade_id_MSRPMMA_2496,RPJRD_nOK_0002,ref_2019_06_12,RPJRD_SColTempo_0002_delta_tempo,chamados_MSOMNOQ,chamados_MSRPPPR,localidade_id_MSRPMRD_2496,localidade_id_MSRPNVL_2496,RPNASxRPRBR_ativado,RPAMO_SColTempo_0002_delta_tempo,RPJRD_SColTempo_0001_delta_tempo,RPFGR_SColTempo_0001_delta_tempo,RPNVL_nOK_0002,RPMMAxOMBLV_ativado,OMAQD_SColTempo_0002_delta_tempo,OMBLV_SColTempo_0002_delta_tempo,OMJRDxRPJRD_ativado,ref_2019_07,ref_2019_05,OMCGRxRPCGR_ativado,RPPPRxOMCCL_ativado,ref_2019_06_16,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,localidade_id_MSRPATJ_2496,Chamados_Desconto,RPBND_SColTempo_0003_delta_tempo,RPAMOxRPAMB_ativado,chamados_MSOMBLV,ref_2019_07_01,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,localidade_id_MSOMBLV_2496,RPRBRxRPDOU_ativado,localidade_id_MSRPAMO_2496,OMCGRxOMRCB_ativado,ref_2019_06_04,RPNVLxRPBND_ativado,RPMMA_SColTempo_0002_delta_tempo,RPMPXxRPSPE_ativado,OMCARC_SColTempo_0003_delta_tempo,RPCGRxRPNAS1_ativado,RPNOQxOMNOQ_ativado,RPMRD_SColTempo_0003_delta_tempo,OMJRD_nOK_0001,chamados_MSRPNOQ,RPMMA_nOK_0001,RPMMA_nOK_0002,ref_2019_06_28,ref_2019_06_29,ref_2019_06_26,ref_2019_06_27,ref_2019_06_24,ref_2019_06_25,ref_2019_06_22,ref_2019_06_23,ref_2019_06_20,ref_2019_06_21,OMBLV_nOK_0001,ref_2019_05_31,localidade_id_MSRPNOC_2496,RPMMA_SColTempo_0001_delta_tempo,localidade_id_MSRPAMB_2496,RPNVL_SColTempo_0003_delta_tempo,chamados_MSOMCARC,RPMPX_SColTempo_0003_delta_tempo,ref_2019_06_30,localidade_id_MSOMNOC_2496,RPAMO1_nOK_0001,RPAMO_SColTempo_0001_delta_tempo,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,localidade_id_MSRPAMO1_2496,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,localidade_id_MSRPJRD_2496,RPMRD_SColTempo_0002_delta_tempo,localidade_id_MSOMCARC_2496,RPNVLxRPTRN_ativado,chamados_MSRPNVL,localidade_id_MSRPPPR_2496,ref_2019_06_08,ref_2019_06_09,RPMRDxOMAQD_ativado,chamados_MSRPMRD,ref_2019_06_01,ref_2019_06_02,ref_2019_06_03,localidade_id_MSOMAQD_2484,ref_2019_06_05,ref_2019_06_06,ref_2019_06_07,localidade_id_MSRPMMX_2496,chamados_MSOMAQD,RPNOQxOMJRD_ativado,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPSPExRPNOQ_ativado,OMNOQ_SColTempo_0003_delta_tempo
"2019-06-11 03:16:03","2019-06-11 03:16:41",38.0,1.37442179341E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,210,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:16:41","2019-06-11 03:18:05",84.0,3.03819554333E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:18:05","2019-06-11 03:20:41",156.0,5.6423631519E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:20:41","2019-06-11 03:21:45",64.0,2.31481565206E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:21:45","2019-06-11 03:22:05",20.0,7.23379891269E-06, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,240, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,240,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:22:05","2019-06-11 03:25:45",220.0,7.95717880396E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,240, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,240,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:25:45","2019-06-11 03:26:15",30.0,1.0850698369E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:26:15","2019-06-11 03:27:05",50.0,1.80844972817E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:27:05","2019-06-11 03:28:33",88.0,3.18287152158E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:28:33","2019-06-11 03:31:05",152.0,5.49768717364E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:31:05","2019-06-11 03:32:33",88.0,3.18287152158E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:32:33","2019-06-11 03:34:45",132.0,4.77430728237E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:34:45","2019-06-11 03:35:05",20.0,7.23379891269E-06, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:35:05","2019-06-11 03:35:41",36.0,1.30208380428E-05, ,1, ,180, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:35:41","2019-06-11 03:36:15",34.0,1.22974581516E-05, ,1, ,180, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:36:15","2019-06-11 03:37:45",90.0,3.25520951071E-05, ,1, ,180, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,210, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:37:45","2019-06-11 03:38:05",20.0,7.23379891269E-06, ,1, ,180, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,210, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:38:05","2019-06-11 03:39:41",96.0,3.47222347809E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,210, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:39:41","2019-06-11 03:39:45",4.0,1.44675978254E-06, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,210, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:39:45","2019-06-11 03:40:45",60.0,2.17013967381E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:40:45","2019-06-11 03:44:45",240.0,8.68055869523E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,240, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,240,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1,240,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:44:45","2019-06-11 03:46:45",120.0,4.34027934761E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:46:45","2019-06-11 03:49:45",180.0,6.51041902142E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,180, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,180,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1,180,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:49:45","2019-06-11 03:50:41",56.0,2.02546369555E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,660,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:50:41","2019-06-11 03:53:05",144.0,5.20833521714E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:53:05","2019-06-11 03:54:33",88.0,3.18287152158E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:54:33","2019-06-11 03:54:41",8.0,2.89351956508E-06, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:54:41","2019-06-11 03:54:45",4.0,1.44675978254E-06, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:54:45","2019-06-11 03:57:05",140.0,5.06365923888E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:57:05","2019-06-11 03:58:33",88.0,3.18287152158E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, ,240,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,240,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:58:33","2019-06-11 03:58:41",8.0,2.89351956508E-06, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1,240,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:58:41","2019-06-11 03:59:15",34.0,1.22974581516E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 03:59:15","2019-06-11 04:01:45",150.0,5.42534918452E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:01:45","2019-06-11 04:02:05",20.0,7.23379891269E-06, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:02:05","2019-06-11 04:04:34",149.0,5.38918018995E-05, ,1, ,330, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:04:34","2019-06-11 04:06:15",101.0,3.65306845091E-05, ,1, ,330, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,270, ,179,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,209,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,270,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,270,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:06:15","2019-06-11 04:07:33",78.0,2.82118157595E-05, ,1, ,330, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , ,179,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,209,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:07:33","2019-06-11 04:07:35",2.0,7.23379891269E-07, ,1, ,330, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,209,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:07:35","2019-06-11 04:08:03",28.0,1.01273184778E-05, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, ,209,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:08:03","2019-06-11 04:08:05",2.0,7.23379891269E-07, ,1, , , ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:08:05","2019-06-11 04:11:15",190.0,6.87210896705E-05, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1, , , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1, ,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1, ,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
"2019-06-11 04:11:15","2019-06-11 04:11:33",18.0,6.51041902142E-06, ,1, ,240, ,1, ,1,1, ,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,240, , ,1, ,1, , , ,1,1,1,1,1, , , , ,1, , ,1, , ,1,1, ,1,1,1,1,1,1, ,1,1, ,1,1,1,1,1,1,1,1, ,1,240,1, ,1,1, , ,1, , , , , , , , , , , , , , ,1,240,1, ,1, , ,1, , ,1,1,1,1,1,1, ,1,1,1,1, , ,1,1, , , , , , , ,1,1,1,1,1,1,1, 
