time_ini,time_end,duration_seg,duration_percent,OMCCL_nOK_0001,RPNAS1_SColTempo_0002_delta_tempo,OMCCL_nOK_0004,RPCGR_nOK_0002,localidade_id_MSRPNAS1_2122,RPFGR_SColTempo_0001_delta_tempo,ref_Periodo,RPFDIxRPMPX_ativado,RPMRD_SColTempo_0001_delta_tempo,RPNAS_nOK_0001,OMCCLxRPATJ_ativado,RPNAS_SColTempo_0002_delta_tempo,ref_2019_03_30,ref_2019_03_31,RPPPR_SColTempo_0004_delta_tempo,RPAMB_nOK_0003,RPMRDxRPFGR_ativado,RPMMA_SColTempo_0003_delta_tempo,ref_2019_02,OMBLV_SColTempo_0001_delta_tempo,ref_2019_03_21,ref_2019_03_20,RPAMBxRPTCU_ativado,ref_2019_03_22,ref_2019_03_25,ref_2019_03_24,ref_2019_03_27,ref_2019_03_26,ref_2019_03_29,ref_2019_03_28,RPJRD_nOK_0002,RPPPRxOMCCL_ativado,RPJRD_SColTempo_0002_delta_tempo,RPAMB_SColTempo_0002_delta_tempo,RPNASxRPRBR_ativado,RPPPR_nOK_0002,RPPPR_nOK_0004,RPDOU_nOK_0001,ref_2019_03_18,ref_2019_03_19,ref_2019_03_14,ref_2019_03_15,ref_2019_03_16,ref_2019_03_17,ref_2019_03_10,ref_2019_03_11,ref_2019_03_12,ref_2019_03_13,OMBLV_SColTempo_0002_delta_tempo,RPRBR_SColTempo_0002_delta_tempo,OMJRDxRPJRD_ativado,ref_2019_04,OMCGRxRPCGR_ativado,ref_2019_03,RPTRN_SColTempo_0001_delta_tempo,RPAMO_SColTempo_0002_delta_tempo,localidade_id_MSRPNAS_2122,RPDOUxOMDOU_ativado,RPMMAxOMCARC_ativado,RPMPXxRPMRD_ativado,RPTRNxRPFDI_ativado,ref_2019_03_09,ref_2019_03_08,Chamados_Desconto,ref_2019_03_03,ref_2019_03_02,RPBND_SColTempo_0003_delta_tempo,ref_2019_03_07,ref_2019_03_06,ref_2019_03_05,ref_2019_03_04,RPNAS1_SColTempo_0001_delta_tempo,RPMRD_nOK_0002,RPAMOxRPAMB_ativado,RPTCUxOMIGT_ativado,RPPPRxOMPPR_ativado,OMMNOxOMGUA_ativado,RPNAS1xRPNAS_ativado,RPMMA_SColTempo_0001_delta_tempo,RPRBRxRPDOU_ativado,OMCGRxOMRCB_ativado,RPCGRxRPNAS1_ativado,RPMMA_SColTempo_0002_delta_tempo,RPNVLxRPBND_ativado,RPNOQxOMNOQ_ativado,ref_2019_03_23,RPMRD_SColTempo_0003_delta_tempo,RPNAS1_nOK_0002,OMBLV_nOK_0002,OMBLV_nOK_0001,ref_2019_03_01,chamados_MSRPNAS1,RPAMO_nOK_0002,RPNVL_SColTempo_0003_delta_tempo,ref_2019_04_01,RPMPX_SColTempo_0003_delta_tempo,RPAMO_SColTempo_0001_delta_tempo,OMDOUxRPPPR_ativado,RPAMBxOMAMB_ativado,RPSPExRPNOQ_ativado,OMIGTxOMMNO_ativado,OMCGRxRPNVL_ativado,RPMRD_SColTempo_0002_delta_tempo,RPMMAxOMBLV_ativado,RPNVLxRPTRN_ativado,RPMRDxOMAQD_ativado,RPMPXxRPSPE_ativado,RPRBR_SColTempo_0001_delta_tempo,RPJRDxRPMMA_ativado,ref_2019_02_28,RPNOQxOMJRD_ativado,chamados_MSRPNAS,RPPPRxRPAMO1_ativado,RPAMO1xRPAMO_ativado,RPATJxOMBLV_ativado,RPATJ_nOK_0001,RPATJ_nOK_0002,OMCARC_SColTempo_0003_delta_tempo,OMAQD_SColTempo_0002_delta_tempo
"2019-03-04 14:00:41","2019-03-04 14:00:46",5.0,1.75364820204E-06, , , , ,1, ,1,1, , ,1, , , , , ,1,3241, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,3241,1,1,1,3241,1,1, , , , , , ,1, , , ,3240, ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,3240
"2019-03-04 14:00:46","2019-03-04 14:00:50",4.0,1.40291856163E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , ,3240, ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,3240
"2019-03-04 14:00:50","2019-03-04 14:00:56",6.0,2.10437784244E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,3240
"2019-03-04 14:00:56","2019-03-04 16:06:57",7561.0,0.00265186681112, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-04 16:06:57","2019-03-04 16:07:14",17.0,5.96240388693E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,780
"2019-03-04 16:07:14","2019-03-04 16:07:21",7.0,2.45510748285E-06, , , , ,1, ,1,1,779, ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , , ,780
"2019-03-04 16:07:21","2019-03-04 16:07:33",12.0,4.20875568489E-06, , , , ,1, ,1,1,779, ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , , ,780
"2019-03-04 16:07:33","2019-03-04 16:07:38",5.0,1.75364820204E-06, , , , ,1, ,1,1,779, ,1, , , , , ,1, , ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , , ,780
"2019-03-04 16:07:38","2019-03-04 16:07:41",3.0,1.05218892122E-06, , , , ,1,780,1,1,779, ,1, , , , , ,1, , ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , , ,780
"2019-03-04 16:07:41","2019-03-04 16:07:45",4.0,1.40291856163E-06, , , , ,1,780,1,1,779, ,1, , , , , ,1, , ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , ,780,780
"2019-03-04 16:07:45","2019-03-04 16:07:50",5.0,1.75364820204E-06, , , , ,1,780,1,1,779, ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , ,780,780
"2019-03-04 16:07:50","2019-03-04 16:19:50",720.0,0.000252525341093, , , , ,1,780,1,1,779, ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, ,779, , , , ,1, , , ,720, ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , ,780,780
"2019-03-04 16:19:50","2019-03-04 16:19:57",7.0,2.45510748285E-06, , , , ,1,780,1,1,779, ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , ,780,780
"2019-03-04 16:19:57","2019-03-04 16:20:13",16.0,5.61167424652E-06, , , , ,1,780,1,1,779, ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, ,779, , , , ,1, , , , , ,1,1,1,1,1,779,1,1,1,1, ,1, ,1,1,1,1,1, , ,780, 
"2019-03-04 16:20:13","2019-03-04 16:20:21",8.0,2.80583712326E-06, , , , ,1,780,1,1, , ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1,780, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,780, 
"2019-03-04 16:20:21","2019-03-04 16:20:33",12.0,4.20875568489E-06, , , , ,1,780,1,1, , ,1, , , , , ,1,780, ,780, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,780, 
"2019-03-04 16:20:33","2019-03-04 16:20:38",5.0,1.75364820204E-06, , , , ,1,780,1,1, , ,1, , , , , ,1,780, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,780, 
"2019-03-04 16:20:38","2019-03-04 16:20:41",3.0,1.05218892122E-06, , , , ,1, ,1,1, , ,1, , , , , ,1,780, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,780, 
"2019-03-04 16:20:41","2019-03-04 16:20:45",4.0,1.40291856163E-06, , , , ,1, ,1,1, , ,1, , , , , ,1,780, , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1,780,1,1,1,780,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-04 16:20:45","2019-03-04 23:59:59",27554.0,0.00966400451179, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , ,1, , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-04 23:59:59","2019-03-05 00:00:00",1.0,3.50729640407E-07, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-05 00:00:00","2019-03-05 23:59:59",86399.0,0.0303026902016, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , ,1, , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-05 23:59:59","2019-03-06 00:00:00",1.0,3.50729640407E-07, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 00:00:00","2019-03-06 18:58:33",68313.0,0.0239593939252, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 18:58:33","2019-03-06 18:58:38",5.0,1.75364820204E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 18:58:38","2019-03-06 18:58:41",3.0,1.05218892122E-06, , , , ,1,2580,1,1, , ,1, , , , , ,1, , ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 18:58:41","2019-03-06 18:58:45",4.0,1.40291856163E-06, , , , ,1,2580,1,1, , ,1, , , , , ,1, , ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580, 
"2019-03-06 18:58:45","2019-03-06 18:58:50",5.0,1.75364820204E-06, , , , ,1,2580,1,1, , ,1, , , , , ,1,2580, ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580, 
"2019-03-06 18:58:50","2019-03-06 18:58:56",6.0,2.10437784244E-06, , , , ,1,2580,1,1, , ,1, , , , , ,1,2580, ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, , , , , , ,1, , , ,2580, ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580, 
"2019-03-06 18:58:56","2019-03-06 18:59:13",17.0,5.96240388693E-06, , , , ,1,2580,1,1, , ,1, , , , , ,1,2580, ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, , , , , , ,1, , , ,2580, ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580,2581
"2019-03-06 18:59:13","2019-03-06 18:59:21",8.0,2.80583712326E-06, , , , ,1,2580,1,1,2580, ,1, , , , , ,1,2580, ,2580, , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580,2581
"2019-03-06 18:59:21","2019-03-06 19:41:33",2532.0,0.000888047449512, , , , ,1,2580,1,1,2580, ,1, , , , , ,1,2580, ,2580, , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580,2581
"2019-03-06 19:41:33","2019-03-06 19:41:38",5.0,1.75364820204E-06, , , , ,1,2580,1,1,2580, ,1, , , , , ,1,2580, , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580,2581
"2019-03-06 19:41:38","2019-03-06 19:41:41",3.0,1.05218892122E-06, , , , ,1, ,1,1,2580, ,1, , , , , ,1,2580, , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , ,2580,2581
"2019-03-06 19:41:41","2019-03-06 19:41:45",4.0,1.40291856163E-06, , , , ,1, ,1,1,2580, ,1, , , , , ,1,2580, , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1,2580,1,1,1,2580,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , , ,2581
"2019-03-06 19:41:45","2019-03-06 19:41:50",5.0,1.75364820204E-06, , , , ,1, ,1,1,2580, ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, ,2580, , , , ,1, , , ,2580, ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , , ,2581
"2019-03-06 19:41:50","2019-03-06 19:41:57",7.0,2.45510748285E-06, , , , ,1, ,1,1,2580, ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, ,2580, , , , ,1, , , , , ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , , ,2581
"2019-03-06 19:41:57","2019-03-06 19:42:13",16.0,5.61167424652E-06, , , , ,1, ,1,1,2580, ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, ,2580, , , , ,1, , , , , ,1,1,1,1,1,2580,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 19:42:13","2019-03-06 19:42:21",8.0,2.80583712326E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1,2580, ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 19:42:21","2019-03-06 23:38:04",14143.0,0.00496036930428, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 23:38:04","2019-03-06 23:39:04",60.0,2.10437784244E-05, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, ,1, , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 23:39:04","2019-03-06 23:59:59",1255.0,0.000440165698711, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , ,1, , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-06 23:59:59","2019-03-07 00:00:00",1.0,3.50729640407E-07, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-07 00:00:00","2019-03-07 10:35:37",38137.0,0.0133757762962, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-07 10:35:37","2019-03-07 10:36:37",60.0,2.10437784244E-05, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1,1, , , 
"2019-03-07 10:36:37","2019-03-07 10:36:56",19.0,6.66386316774E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-07 10:36:56","2019-03-07 10:38:13",77.0,2.70061823114E-05, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,520
"2019-03-07 10:38:13","2019-03-07 10:45:13",420.0,0.000147306448971, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , ,1,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,520
"2019-03-07 10:45:13","2019-03-07 10:45:36",23.0,8.06678172937E-06, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , ,520
"2019-03-07 10:45:36","2019-03-07 23:59:59",47663.0,0.0167168268507, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , ,1, , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-07 23:59:59","2019-03-08 00:00:00",1.0,3.50729640407E-07, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, , ,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-08 00:00:00","2019-03-08 09:19:38",33578.0,0.0117767998656, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, ,1,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1, , , , 
"2019-03-08 09:19:38","2019-03-08 09:20:37",59.0,2.0693048784E-05, , , , ,1, ,1,1, , ,1, , , , , ,1, , , , , ,1, , , , , , , , ,1, , ,1, , , , , , , , , , , , , , , ,1, ,1,1, , ,1,1,1,1,1, ,1,1, , , , , , , , , ,1,1,1,1,1, ,1,1,1, ,1,1, , , , , , ,1, , , , , ,1,1,1,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1,1, , , 
