dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2018-12-19 00:06:50.0,2018-12-19 00:07:41.0,51,,4,1
2018-12-19 09:33:41.0,2018-12-19 09:34:41.0,60,,4,1
2019-01-03 17:12:36.0,2019-01-03 17:13:36.0,60,,4,1
