dh_inicio,dh_termino,delta_tempo,Equipamento,Trunk,item_key
2018-10-05 19:25:13.0,2018-10-05 19:28:05.0,172,MSOMDOU_SWL3_proxy04,Trunk322,
2018-10-22 20:47:33.0,2018-10-22 21:13:59.0,1586,MSOMDOU_SWL3_proxy04,Trunk322,
2018-10-30 12:29:57.0,2018-10-30 13:30:33.0,3636,MSOMDOU_SWL3_proxy04,Trunk322,
