dh_inicio,dh_termino,tempo_periodo,tempo_opersts_nOk,delta_value,is_periodo
2018-10-16 18:17:50.0,2018-10-16 19:10:47.0,3177,,4,1
2018-10-17 18:09:48.0,2018-10-17 18:36:05.0,1577,,4,1
