dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2017-09-06 19:30:47.0,2017-09-06 19:35:37.0,2017-09-06 19:40:47.0,600,290,RD02_MSRPATJ,310,8922879
2017-09-06 19:56:11.0,2017-09-06 19:58:18.0,2017-09-06 20:01:11.0,300,127,RD03_MSRPATJ,173,4164496
2017-09-06 17:06:36.0,2017-09-06 17:08:08.0,2017-09-06 17:11:36.0,300,92,RD04_MSRPATJ,208,3028859
2017-09-06 16:53:36.0,2017-09-06 16:55:03.0,2017-09-06 16:58:36.0,300,87,RD01_MSRPATJ,213,5720320
2018-02-10 18:05:33.0,2018-02-10 18:08:18.0,2018-02-10 18:15:33.0,600,165,RD01_MSRPATJ,435,13564589
