dh_ultima_coleta,dh_equip_ligado,dh_primeira_coleta,TempoIndisponivel,TempoIndispAjustado,Equipamento,Uptime,UltimoUptime
2018-05-04 16:56:12.0,2018-05-04 17:00:20.0,2018-05-04 17:06:12.0,600,248,RD04_MSRPATJ,352,20734146
2018-02-10 18:05:33.0,2018-02-10 18:08:18.0,2018-02-10 18:15:33.0,600,165,RD01_MSRPATJ,435,13564589
2018-05-03 17:28:12.0,2018-05-03 17:33:46.0,2018-05-03 17:35:51.0,459,334,RD01_MSRPATJ,125,7085739
2018-05-30 17:04:08.0,2018-05-30 17:07:47.0,2018-05-30 17:14:08.0,600,219,RD01_MSRPATJ,381,2330934
2018-05-30 17:19:08.0,2018-05-30 17:22:45.0,2018-05-30 17:29:08.0,600,217,RD01_MSRPATJ,383,681
2018-07-05 12:28:28.0,2018-07-05 12:31:38.0,2018-07-05 12:34:01.0,333,190,RD01_MSRPATJ,143,3093944
